millis,bmetemp(*C),bmepres(Pa),bmehum(%),bmegas_res(KOhm),bmealt(m),accX (mg),accY (mg),accZ (mg),gyrX (deg/sec),gyrY (deg/sec),gyrZ (deg/sec),magX(uT),magY(uT),magZ(uT),ozone concentration,
11622846,44.90108,95103,6.31413,48.00100,531.40094,1.29212,2.51964,9.41815,0.03207,-0.04765,0.00458,-15.15639,27.17042,-34.40514,20,
11624195,44.90392,95104,6.32875,48.02900,531.31372,1.31366,2.47657,9.40379,0.02932,-0.04948,0.00580,-15.79947,27.11196,-35.00438,20,
11625547,44.90518,95103,6.32878,48.19400,531.40094,1.33520,2.45504,9.46122,0.03146,-0.04612,0.00764,-15.65332,26.79041,-34.82899,20,
11626897,44.90865,95104,6.31431,48.19400,531.40094,1.30648,2.49811,9.41815,0.02963,-0.04734,0.00672,-15.78486,27.05349,-34.84361,20,
11628247,44.91181,95103,6.30468,48.30500,531.40094,1.33520,2.50529,9.39661,0.03176,-0.04734,0.00550,-15.56562,27.27273,-34.88746,20,
11629599,44.91402,95103,6.29018,48.22100,531.40094,1.29930,2.52682,9.44686,0.02688,-0.04307,0.00550,-15.52178,27.03888,-35.06285,20,
11630951,44.91560,95103,6.30477,48.11100,531.31372,1.24187,2.40479,9.33919,0.03115,-0.04795,0.00702,-16.04794,27.50658,-34.75592,20,
11632301,44.92286,95104,6.31464,48.11100,531.49078,1.26341,2.51964,9.42533,0.02779,-0.05040,0.00305,-15.94563,27.14119,-35.23823,20,
11633649,44.92727,95103,6.31474,48.05600,531.57794,1.29212,2.47657,9.35354,0.03146,-0.04734,0.00794,-16.16487,27.09734,-34.24437,20,
11634998,44.93327,95102,6.32458,48.00100,531.49078,1.28495,2.54836,9.39661,0.03115,-0.04581,0.00641,-15.82870,27.00965,-35.09208,20,
11636350,44.93390,95103,6.34400,47.94600,531.40094,1.27777,2.53400,9.32483,0.02963,-0.04581,0.00519,-15.84332,27.34581,-35.12131,20,
11637700,44.93832,95103,6.36351,47.83700,531.40094,1.26341,2.50529,9.43969,0.02657,-0.04795,0.00519,-15.49255,27.57966,-35.22362,20,
11639049,44.94274,95102,6.34906,47.89200,531.49078,1.26341,2.46939,9.35354,0.03207,-0.05253,0.00825,-15.84332,27.00965,-34.81438,20,
11640453,44.91970,95102,6.32911,47.83700,531.49078,1.29212,2.57707,9.32483,0.02779,-0.04215,0.00519,-15.93102,27.05349,-34.75592,20,
11641803,44.91843,95102,6.30969,48.13900,531.49078,1.21316,2.53400,9.41097,0.02627,-0.04795,0.00702,-15.96025,27.33119,-35.51593,20,
11643152,44.92917,95103,6.27114,48.24900,531.40094,1.26341,2.49093,9.37508,0.02963,-0.04948,0.00733,-15.34639,27.24350,-34.18591,20,
11644502,44.93927,95103,6.23744,48.27700,531.49078,1.24905,2.45504,9.41815,0.02566,-0.04643,0.00641,-15.77024,27.27273,-34.96054,20,
11645853,44.94369,95101,6.23754,48.22100,531.57794,1.25623,2.48375,9.38226,0.02963,-0.04734,0.00489,-15.18562,26.99503,-34.09822,20,
11647203,44.94779,95102,6.21340,48.44400,531.57794,1.22752,2.59143,9.44686,0.02779,-0.04979,0.00580,-15.74101,26.99503,-34.79977,20,
11648551,44.95158,95102,6.21349,48.47200,531.49078,1.31366,2.51964,9.39661,0.02902,-0.04734,0.00611,-15.36100,27.52119,-34.96054,20,
11649901,44.95505,95102,6.21841,48.38800,531.49078,1.22752,2.53400,9.43251,0.02841,-0.05131,0.00550,-15.66793,26.73195,-34.12745,20,
11651254,44.95663,95102,6.21361,48.30500,531.57794,1.30648,2.46939,9.35354,0.02505,-0.05101,0.00764,-15.34639,26.99503,-34.39053,20,
11652603,44.96010,95100,6.24761,48.24900,531.66516,1.22034,2.47657,9.36072,0.02993,-0.04704,0.00764,-15.56562,27.15580,-35.64747,20,
11653956,44.96199,95101,6.24281,48.47200,531.57794,1.33520,2.49093,9.38226,0.02871,-0.05070,0.00580,-15.49255,27.24350,-35.06285,20,
11655305,44.96641,95101,6.25260,48.22100,531.57794,1.27059,2.52682,9.43251,0.03176,-0.04765,0.00794,-15.47793,27.43350,-35.10669,20,
11656657,44.96925,95102,6.26722,48.24900,531.49078,1.34955,2.56989,9.38944,0.03115,-0.04765,0.00672,-15.46332,27.24350,-35.19439,20,
11658006,44.97335,95102,6.28186,48.02900,531.57794,1.26341,2.53400,9.43251,0.02779,-0.04734,0.00825,-15.43408,27.31657,-35.29670,20,
11659353,44.97746,95101,6.28680,48.08400,531.57794,1.39980,2.49811,9.41815,0.02657,-0.04551,0.00611,-15.60947,26.76118,-35.36977,20,
11660702,44.97903,95102,6.30624,48.05600,531.57794,1.24187,2.50529,9.37508,0.02932,-0.04856,0.00611,-15.52178,27.43350,-35.13593,20,
11662055,44.98029,95102,6.30142,48.27700,531.49078,1.26341,2.53400,9.36072,0.02841,-0.04704,0.00672,-15.91640,27.27273,-35.41362,20,
11663405,44.98503,95102,6.32093,47.86500,531.49078,1.25623,2.51246,9.35354,0.02779,-0.04979,0.00702,-15.66793,27.03888,-35.39901,20,
11664754,44.99008,95102,6.31620,47.83700,531.49078,1.34237,2.49093,9.34636,0.02902,-0.04734,0.00916,-16.16487,26.89272,-34.62438,20,
11666107,44.99134,95101,6.30652,47.67500,531.57794,1.21316,2.53400,9.43251,0.03360,-0.04826,0.00275,-16.10640,27.03888,-34.91669,20,
11667457,44.99387,95101,6.30658,47.89200,531.57794,1.37109,2.49811,9.39661,0.03024,-0.04704,0.00825,-16.12102,27.02426,-34.88746,20,
11668806,44.99734,95101,6.32122,47.89200,531.57794,1.30648,2.46221,9.33919,0.02993,-0.04948,0.00611,-16.13563,27.03888,-34.94592,20,
11670155,45.00207,95102,6.33103,47.81000,531.57794,1.32084,2.50529,9.39661,0.02932,-0.05070,0.00489,-15.88717,26.54194,-34.62438,20,
11671503,45.00460,95102,6.35050,47.48600,531.49078,1.31366,2.49811,9.32483,0.03176,-0.04459,0.00550,-15.87255,26.83426,-34.58053,20,
11672856,45.00838,95103,6.37000,47.64700,531.49078,1.26341,2.47657,9.30329,0.02993,-0.04673,0.00489,-15.85794,26.71733,-34.30284,20,
11674206,45.01060,95102,6.37976,47.51300,531.49078,1.29212,2.56271,9.47558,0.02321,-0.05040,0.00550,-15.49255,26.76118,-34.69746,20,
11675555,45.01312,95103,6.38468,47.35200,531.49078,1.28495,2.48375,9.42533,0.02932,-0.05192,0.00458,-15.65332,27.06811,-35.22362,20,
11676912,45.01406,95101,6.40412,47.45900,531.57794,1.28495,2.50529,9.39661,0.02749,-0.04917,0.00825,-15.15639,26.93657,-35.73516,20,
11678261,45.01691,95101,6.41390,47.40600,531.57794,1.27059,2.48375,9.35354,0.03085,-0.04826,0.00458,-15.75563,26.73195,-35.29670,20,
11679609,45.02164,95101,6.41401,47.45900,531.66516,1.19163,2.46939,9.36072,0.02657,-0.04795,0.00336,-15.91640,26.77579,-34.79977,20,
11680958,45.02606,95102,6.41411,47.32600,531.49078,1.20598,2.50529,9.45404,0.02779,-0.04765,0.00550,-15.81409,27.02426,-35.12131,20,
11682311,45.02763,95101,6.41900,47.29900,531.57794,1.19880,2.55553,9.46840,0.03176,-0.04612,0.00489,-15.37562,27.06811,-35.19439,20,
11683659,45.03237,95102,6.42883,47.16600,531.49078,1.22034,2.50529,9.34636,0.02596,-0.05101,0.00367,-15.43408,26.68810,-35.35516,20,
11685009,45.03584,95101,6.42891,47.06100,531.57794,1.29930,2.47657,9.38944,0.02841,-0.05009,0.00489,-15.63870,26.93657,-35.39901,20,
11686359,45.03963,95102,6.44357,47.16600,531.57794,1.24905,2.56989,9.44686,0.02688,-0.04979,0.00580,-15.90178,27.74043,-34.39053,20,
11687711,45.04121,95101,6.42904,47.11300,531.57794,1.25623,2.51964,9.38226,0.02657,-0.05345,0.00672,-15.68255,27.30196,-34.90208,20,
11689064,45.04436,95100,6.43397,47.06100,531.66516,1.30648,2.35454,9.41815,0.02657,-0.05101,0.00672,-15.72640,27.65273,-34.44899,20,
11690413,45.04878,95100,6.44865,47.03400,531.66516,1.26341,2.48375,9.38226,0.02779,-0.04612,0.00733,-15.40485,27.68196,-35.15054,20,
11691761,45.05162,95101,6.44386,47.00800,531.57794,1.37827,2.51964,9.38226,0.03421,-0.04917,0.00580,-15.52178,28.22274,-34.91669,20,
11693112,45.05541,95101,6.43423,46.85200,531.57794,1.24905,2.45504,9.39661,0.03329,-0.04643,0.00733,-15.74101,27.14119,-35.51593,20,
11694460,45.05920,95101,6.44404,47.00800,531.66516,1.24187,2.50529,9.30329,0.02932,-0.04765,0.00458,-16.12102,27.55042,-35.35516,20,
11695808,45.06551,95101,6.44419,46.74800,531.57794,1.26341,2.44068,9.31765,0.02871,-0.04765,0.00275,-15.59486,26.84887,-34.75592,20,
11697157,45.06803,95101,6.44910,46.74800,531.57794,1.28495,2.50529,9.37508,0.02413,-0.04948,0.00702,-16.10640,26.38117,-35.77901,20,
11698510,45.06993,95101,6.46372,46.64400,531.57794,1.31366,2.48375,9.39661,0.03115,-0.05070,0.00702,-15.74101,27.08272,-35.00438,20,
11699859,45.07246,95101,6.46864,46.69600,531.66516,1.36391,2.51246,9.39661,0.02749,-0.05009,0.00580,-15.58024,26.83426,-34.91669,20,
11701213,45.07403,95101,6.47840,46.59200,531.57794,1.20598,2.52682,9.44686,0.02443,-0.04917,0.00641,-16.32564,26.89272,-35.47208,20,
11702561,45.07877,95101,6.48337,46.64400,531.57794,1.30648,2.54836,9.38944,0.03085,-0.04917,0.00550,-16.09179,27.41888,-35.12131,20,
11703913,45.08160,95101,6.47858,46.69600,531.49078,1.29930,2.49093,9.39661,0.02810,-0.04887,0.00580,-16.28179,26.49810,-35.38439,20,
11705263,45.08634,95101,6.48355,46.54100,531.57794,1.28495,2.46221,9.41815,0.02993,-0.05223,0.00672,-16.34025,27.33119,-35.20900,20,
11706611,45.09045,95101,6.49823,46.43800,531.66516,1.26341,2.54836,9.43251,0.02352,-0.04856,0.00580,-15.81409,26.70272,-35.01900,20,
11707964,45.09328,95100,6.49830,46.43800,531.66516,1.35673,2.42632,9.38944,0.02932,-0.04917,0.00764,-15.53639,27.30196,-34.91669,20,
11709313,45.09644,95099,6.48379,46.80000,531.75232,1.29212,2.59861,9.46840,0.02688,-0.04765,0.00794,-15.96025,26.86349,-34.97515,20,
11710662,45.09991,95100,6.49360,46.85200,531.66516,1.27777,2.54118,9.46122,0.02993,-0.05131,0.00733,-15.85794,27.24350,-35.15054,20,
11712012,45.10244,95101,6.48880,46.69600,531.49078,1.24905,2.55553,9.36072,0.02688,-0.05070,0.00489,-15.36100,27.34581,-36.05671,20,
11713368,45.10339,95102,6.46938,46.54100,531.49078,1.37827,2.51964,9.37508,0.03054,-0.04704,0.00794,-15.90178,27.43350,-34.79977,20,
11714717,45.10622,95102,6.46459,46.64400,531.57794,1.30648,2.49093,9.41097,0.03146,-0.04734,0.00825,-16.01871,26.95119,-33.71821,20,
11716066,45.11095,95101,6.47442,46.59200,531.57794,1.27777,2.63450,9.37508,0.02657,-0.04826,0.00672,-15.78486,26.68810,-34.15668,20,
11717414,45.11380,95100,6.45991,46.69600,531.66516,1.23470,2.39761,9.39661,0.02902,-0.04887,0.00641,-16.13563,27.62350,-34.62438,20,
11718767,45.11506,95099,6.46480,46.69600,531.75232,1.27059,2.55553,9.41097,0.02993,-0.04826,0.00550,-15.81409,27.38965,-34.90208,20,
11720116,45.11916,95099,6.46003,46.90400,531.75232,1.33520,2.47657,9.40379,0.02566,-0.04581,0.00489,-16.01871,27.25811,-35.00438,20,
11721465,45.12232,95100,6.45525,46.28500,531.66516,1.30648,2.42632,9.36790,0.02902,-0.04887,0.00611,-15.85794,26.73195,-34.65361,20,
11722813,45.12642,95100,6.45049,46.85200,531.66516,1.25623,2.57707,9.38944,0.03054,-0.04581,0.00550,-15.88717,27.05349,-34.55130,20,
11724166,45.12863,95100,6.45540,46.64400,531.66516,1.24187,2.48375,9.34636,0.02596,-0.04643,0.00580,-15.77024,27.05349,-35.01900,20,
11725518,45.12958,95099,6.45542,46.43800,531.75232,1.25623,2.54118,9.46840,0.03238,-0.04979,0.00305,-16.25256,27.36042,-35.73516,20,
11726867,45.13305,95100,6.46036,46.80000,531.75232,1.24187,2.52682,9.45404,0.02810,-0.04948,0.00733,-16.07717,27.08272,-35.42824,20,
11728216,45.13810,95099,6.46048,46.64400,531.75232,1.24187,2.51964,9.39661,0.02535,-0.04795,0.00580,-15.78486,26.32271,-35.39901,20,
11729568,45.13905,95099,6.46051,46.80000,531.75232,1.39980,2.43350,9.38944,0.02841,-0.04704,0.00428,-15.96025,26.93657,-34.88746,20,
11730917,45.14283,95097,6.45088,46.59200,531.83954,1.34955,2.51246,9.39661,0.02688,-0.04979,0.00702,-15.55101,27.00965,-35.03362,20,
11732264,45.14788,95097,6.45586,46.54100,531.83954,1.26341,2.54118,9.38944,0.02443,-0.05070,0.00489,-16.04794,27.22888,-34.75592,20,
11733612,45.15104,95097,6.43649,46.64400,531.92938,1.24905,2.54118,9.41097,0.02963,-0.04795,0.00672,-16.06256,26.61502,-34.60976,20,
11735044,45.10685,95099,6.42573,46.48900,531.75232,1.28495,2.44786,9.42533,0.02932,-0.04673,0.00519,-15.66793,26.89272,-34.63900,20,
11736393,45.12232,95100,6.42610,46.48900,531.66516,1.29212,2.55553,9.38226,0.02810,-0.05070,0.00550,-15.97486,27.31657,-34.93131,20,
11737746,45.13589,95099,6.40698,46.74800,531.75232,1.22034,2.49811,9.32483,0.03024,-0.04826,0.00580,-15.91640,27.14119,-35.42824,20,
11739095,45.14536,95097,6.40235,46.85200,531.83954,1.32802,2.51246,9.43251,0.02779,-0.04765,0.00489,-16.00409,26.95119,-35.19439,20,
11740447,45.15293,95098,6.39281,46.74800,531.83954,1.29212,2.49811,9.45404,0.02993,-0.04795,0.00519,-15.28793,26.89272,-35.01900,20,
11741796,45.15640,95099,6.37832,46.85200,531.75232,1.37109,2.51246,9.43251,0.03176,-0.04673,0.00611,-15.11254,26.84887,-35.12131,20,
11743145,45.15987,95097,6.36384,46.74800,531.92938,1.29212,2.49093,9.42533,0.03054,-0.04581,0.00733,-15.44870,25.97194,-34.03975,20,
11744497,45.16145,95098,6.36873,47.00800,531.83954,1.27777,2.46939,9.41815,0.03054,-0.04704,0.00519,-16.10640,26.48348,-34.53669,20,
11745847,45.16335,95098,6.36877,47.06100,531.75232,1.24905,2.47657,9.46122,0.02841,-0.05162,0.00641,-15.74101,26.29348,-34.84361,20,
11747196,45.16619,95098,6.35427,46.90400,531.92938,1.22752,2.46221,9.41097,0.02993,-0.04643,0.00458,-15.96025,26.52733,-35.73516,20,
11748546,45.16745,95098,6.35916,47.03400,531.83954,1.25623,2.48375,9.43969,0.02932,-0.04704,0.00702,-15.79947,26.35194,-35.23823,20,
11749902,45.16619,95099,6.35913,46.74800,531.66516,1.36391,2.51964,9.41097,0.02932,-0.04551,0.00702,-15.56562,27.44811,-35.42824,20,
11751248,45.17061,95098,6.35923,47.14000,531.83954,1.22752,2.46221,9.48276,0.03085,-0.05040,0.00733,-15.44870,27.06811,-34.93131,20,
11752598,45.17439,95098,6.34961,46.85200,531.83954,1.26341,2.48375,9.38226,0.02841,-0.04765,0.00458,-15.79947,26.79041,-34.82899,20,
11753947,45.17661,95097,6.35452,47.00900,531.92938,1.27777,2.52682,9.43251,0.02871,-0.04520,0.00641,-15.56562,27.00965,-35.06285,20,
11755297,45.17786,95098,6.34483,47.03400,531.83954,1.24187,2.48375,9.40379,0.02902,-0.04704,0.00580,-15.79947,26.86349,-34.09822,20,
11756646,45.17850,95098,6.36427,47.16600,531.83954,1.17009,2.58425,9.43969,0.03299,-0.04551,0.00641,-16.04794,27.28734,-35.15054,20,
11758036,45.16398,95098,6.35422,46.69600,531.75232,1.32802,2.47657,9.41097,0.02871,-0.04979,0.00733,-15.62409,26.71733,-35.20900,20,
11759386,45.16556,95097,6.36397,47.00800,531.83954,1.25623,2.52682,9.46840,0.03390,-0.04856,0.00580,-15.56562,27.06811,-35.25285,20,
11760743,45.17155,95097,6.36897,47.03400,531.83954,1.30648,2.49093,9.41815,0.02871,-0.04856,0.00977,-15.34639,27.18504,-35.48670,20,
11762092,45.17818,95097,6.35941,46.80000,531.92938,1.25623,2.47657,9.47558,0.02871,-0.04612,0.00794,-15.31716,26.33733,-35.92517,20,
11763440,45.18229,95097,6.34979,47.00800,531.92938,1.28495,2.50529,9.40379,0.03268,-0.04948,0.00641,-15.52178,27.74043,-35.99825,20,
11764789,45.18702,95096,6.35476,47.19300,531.92938,1.32802,2.47657,9.40379,0.03024,-0.04826,0.00641,-15.49255,27.28734,-36.33440,20,
11766139,45.18923,95096,6.34510,47.14000,531.92938,1.29930,2.50529,9.44686,0.03115,-0.04795,0.00702,-15.31716,27.09734,-35.63285,20,
11767489,45.19175,95097,6.34030,47.14000,531.92938,1.27777,2.47657,9.37508,0.03054,-0.05070,0.00550,-15.90178,27.52119,-35.61824,20,
11768838,45.19238,95096,6.35003,47.06100,531.92938,1.32802,2.54118,9.43251,0.02841,-0.04581,0.00580,-15.47793,27.37504,-35.73516,20,
11770187,45.19427,95096,6.34522,47.08700,531.92938,1.36391,2.49093,9.33201,0.02688,-0.04643,0.00550,-15.85794,27.63812,-36.04210,20,
11771540,45.19427,95095,6.33065,47.08700,532.01654,1.35673,2.51964,9.33201,0.02993,-0.04765,0.00702,-15.74101,27.34581,-36.29056,20,
11772894,45.19585,95097,6.32098,47.21900,531.92938,1.24905,2.45504,9.37508,0.02993,-0.04398,0.00458,-16.16487,26.96580,-35.83747,20,
11774242,45.19712,95096,6.32101,47.24600,531.92938,1.27059,2.51246,9.38944,0.02749,-0.04520,0.00550,-15.62409,27.12657,-35.83747,20,
11775591,45.19838,95096,6.30647,47.24600,531.92938,1.27059,2.60578,9.39661,0.03085,-0.04887,0.00702,-15.24408,27.03888,-34.63900,20,
11776943,45.20090,95096,6.31139,47.11300,532.01654,1.28495,2.49811,9.38944,0.02779,-0.05192,0.00489,-15.71178,27.09734,-36.31979,20,
11778292,45.20312,95096,6.31144,47.19300,532.01654,1.27059,2.44068,9.41097,0.02749,-0.04765,0.00519,-16.29640,27.55042,-34.91669,20,
11779641,45.20406,95097,6.30175,47.11300,531.92938,1.22752,2.56989,9.34636,0.02779,-0.04734,0.00428,-15.93102,27.31657,-34.88746,20,
11780992,45.20564,95097,6.30664,47.21900,531.92938,1.28495,2.49093,9.36072,0.02810,-0.04734,0.00672,-15.72640,26.99503,-35.63285,20,
11782339,45.20753,95096,6.30183,47.29900,532.01654,1.27059,2.53400,9.38226,0.02810,-0.04673,0.00641,-16.03332,26.81964,-35.03362,20,
11783689,45.20848,95095,6.29700,47.24600,532.10376,1.32084,2.49811,9.41815,0.02932,-0.04826,0.00275,-15.44870,26.32271,-35.22362,20,
11785040,45.21006,95095,6.28733,47.27200,532.10376,1.28495,2.53400,9.50429,0.02902,-0.04826,0.00702,-16.31102,27.09734,-34.81438,20,
11786428,45.19491,95096,6.28698,47.14000,532.01654,1.33520,2.53400,9.38944,0.02779,-0.04612,0.00794,-15.85794,26.62964,-34.78515,20,
11787777,45.19649,95096,6.28216,47.16600,532.01654,1.27059,2.61296,9.34636,0.03146,-0.05009,0.00641,-15.39024,26.05963,-35.17977,20,
11789124,45.20627,95095,6.28724,47.14000,532.10376,1.30648,2.49093,9.43969,0.02627,-0.04887,0.00794,-15.43408,26.73195,-36.37825,20,
11790473,45.21132,95095,6.28736,47.16600,532.01654,1.28495,2.51246,9.40379,0.02779,-0.04643,0.00489,-15.47793,27.43350,-34.78515,20,
11791825,45.21258,95096,6.28253,47.16600,532.01654,1.22034,2.49093,9.37508,0.02993,-0.04795,0.00641,-15.66793,27.05349,-35.25285,20,
11793175,45.21290,95096,6.27283,47.27200,531.92938,1.26341,2.44786,9.37508,0.02535,-0.04948,0.00611,-15.55101,27.02426,-35.91055,20,
11794524,45.21574,95096,6.28261,47.27200,532.01654,1.23470,2.48375,9.37508,0.02871,-0.04979,0.00611,-15.62409,27.08272,-34.78515,20,
11795873,45.21795,95096,6.28266,47.08700,531.92938,1.28495,2.55553,9.40379,0.02749,-0.05040,0.00825,-15.53639,26.90734,-35.92517,20,
11797230,45.21668,95095,6.26807,47.27200,532.10376,1.29930,2.51964,9.33201,0.02688,-0.05162,0.00580,-15.77024,27.27273,-35.42824,20,
11798579,45.21889,95096,6.27297,47.27200,532.01654,1.30648,2.46221,9.42533,0.02871,-0.04765,0.00977,-15.30254,27.11196,-34.88746,20,
11799925,45.22205,95095,6.26819,47.56700,532.10376,1.27777,2.49093,9.39661,0.02657,-0.04612,0.00825,-15.55101,26.51271,-35.25285,20,
11801275,45.22395,95094,6.26338,47.29900,532.10376,1.22752,2.55553,9.43969,0.03115,-0.04826,0.00855,-15.56562,26.62964,-35.04823,20,
11802627,45.22142,95095,6.25362,47.24600,532.01654,1.23470,2.43350,9.43969,0.02902,-0.05009,0.00458,-15.14177,26.39579,-35.50132,20,
11803976,45.22426,95096,6.24398,47.29900,531.92938,1.24187,2.51964,9.36790,0.03054,-0.04795,0.00947,-15.25870,26.57118,-35.12131,20,
11805325,45.22615,95096,6.24888,47.29900,532.01654,1.23470,2.54836,9.45404,0.02810,-0.04887,0.00580,-14.57176,26.43964,-35.04823,20,
11806672,45.22836,95096,6.25378,47.24600,532.01654,1.24905,2.49811,9.36072,0.02871,-0.04826,0.00794,-14.73253,26.76118,-35.66209,20,
11808025,45.22552,95096,6.23431,47.48600,532.10376,1.33520,2.46939,9.38944,0.03024,-0.04826,0.00855,-16.09179,26.11809,-35.66209,20,
11809379,45.22458,95095,6.21973,47.43200,532.10376,1.24905,2.46221,9.31047,0.02841,-0.04490,0.00641,-15.39024,26.79041,-35.82286,20,
11810727,45.22615,95094,6.22462,47.45900,532.10376,1.28495,2.51246,9.40379,0.03085,-0.04826,0.00397,-14.80561,27.28734,-34.78515,20,
11812079,45.22805,95094,6.21496,47.64700,532.19098,1.28495,2.40479,9.41097,0.02627,-0.05009,0.00672,-15.27331,26.48348,-35.13593,20,
11813429,45.22868,95094,6.20528,47.45900,532.19098,1.23470,2.59861,9.40379,0.02688,-0.04765,0.00672,-15.46332,26.60041,-35.09208,20,
11814814,45.21416,95095,6.20494,47.21900,532.10376,1.29212,2.49811,9.41097,0.03085,-0.04643,0.00550,-15.63870,26.71733,-35.39901,20,
11816162,45.21606,95094,6.20499,47.48600,532.19098,1.29212,2.56271,9.38226,0.02505,-0.04673,0.00702,-15.47793,26.55656,-35.17977,20,
11817515,45.22016,95094,6.20508,47.54000,532.19098,1.36391,2.51964,9.36072,0.03115,-0.04643,0.00519,-15.15639,27.09734,-35.35516,20,
11818863,45.22552,95094,6.21005,47.37900,532.19098,1.32084,2.51246,9.43969,0.02688,-0.05040,0.00214,-15.01023,26.52733,-34.97515,20,
11820213,45.22900,95095,6.21498,47.43200,532.01654,1.35673,2.47657,9.36790,0.02902,-0.04184,0.00886,-15.17100,27.12657,-35.42824,20,
11821565,45.22962,95095,6.21015,47.37900,532.19098,1.25623,2.58425,9.41097,0.02749,-0.04520,0.00641,-15.50716,26.87811,-35.73516,20,
11822918,45.23026,95093,6.21986,47.40600,532.19098,1.28495,2.43350,9.43969,0.02443,-0.04979,0.00611,-15.59486,27.15580,-35.80824,20,
11824267,45.23341,95093,6.21509,47.59400,532.19098,1.26341,2.51964,9.41815,0.02993,-0.04795,0.00550,-15.96025,26.79041,-35.88132,20,
11825615,45.23594,95095,6.21999,47.45900,532.01654,1.27059,2.49811,9.36790,0.02841,-0.04948,0.00886,-15.79947,26.89272,-35.82286,20,
11826965,45.23720,95094,6.22487,47.45900,532.19098,1.27777,2.54836,9.46122,0.02535,-0.04459,0.00580,-15.28793,27.05349,-35.20900,20,
11828318,45.23625,95093,6.22970,47.21900,532.19098,1.27777,2.62014,9.36072,0.02902,-0.04795,0.00641,-15.72640,26.61502,-34.90208,20,
11829667,45.23562,95094,6.22484,47.29900,532.19098,1.25623,2.49093,9.41097,0.02627,-0.04459,0.00641,-15.21485,27.25811,-35.48670,20,
11831016,45.23594,95094,6.23455,47.40600,532.10376,1.20598,2.49093,9.31765,0.03054,-0.04856,0.00428,-15.52178,27.22888,-36.39287,20,
11832366,45.23846,95094,6.23461,47.56700,532.19098,1.35673,2.53400,9.33919,0.02657,-0.04581,0.00825,-15.47793,26.48348,-35.26747,20,
11833722,45.23278,95094,6.24903,47.48600,532.19098,1.24905,2.51964,9.43251,0.02779,-0.04704,0.00733,-15.52178,26.60041,-35.39901,20,
11835071,45.23752,95093,6.23943,47.29900,532.19098,1.27059,2.54836,9.33201,0.02993,-0.04643,0.00550,-15.81409,26.70272,-36.10056,20,
11836420,45.24036,95094,6.25406,47.16600,532.19098,1.30648,2.59143,9.38944,0.02688,-0.04979,0.00672,-15.18562,26.87811,-34.93131,20,
11837767,45.24257,95093,6.25411,47.35200,532.27814,1.27777,2.53400,9.41097,0.03024,-0.04856,0.00641,-15.17100,26.33733,-34.59515,20,
11839119,45.23941,95093,6.23463,47.29900,532.27814,1.34955,2.47657,9.39661,0.02657,-0.05101,0.00397,-15.44870,26.86349,-35.31131,20,
11840468,45.24130,95093,6.23952,47.45900,532.19098,1.26341,2.49811,9.41097,0.03054,-0.04612,0.00519,-15.56562,26.73195,-35.32593,20,
11841817,45.24383,95093,6.22503,47.32600,532.36798,1.32802,2.49093,9.47558,0.03146,-0.04765,0.00550,-16.04794,26.90734,-36.37825,20,
11843167,45.22805,95093,6.22952,47.45900,532.27814,1.24905,2.54836,9.43251,0.02993,-0.04490,0.00489,-15.39024,27.28734,-36.21748,20,
11844559,45.22742,95092,6.23920,47.19300,532.27814,1.26341,2.55553,9.40379,0.03054,-0.04673,0.00764,-15.43408,26.98042,-36.04210,20,
11845906,45.23689,95093,6.23457,47.35200,532.19098,1.27059,2.48375,9.34636,0.02993,-0.05009,0.00367,-15.74101,26.58579,-36.17363,20,
11847252,45.24288,95093,6.23471,47.24600,532.19098,1.22752,2.48375,9.36072,0.03299,-0.04826,0.00611,-16.03332,26.57118,-35.80824,20,
11848605,45.24225,95093,6.24440,47.24600,532.19098,1.32802,2.46939,9.44686,0.03115,-0.04551,0.00855,-15.43408,26.81964,-34.98977,20,
11849952,45.24604,95093,6.25419,47.08700,532.27814,1.24187,2.43350,9.43969,0.02749,-0.04765,0.00641,-15.41947,26.36656,-36.05671,20,
11851299,45.24919,95093,6.24941,47.27200,532.27814,1.29212,2.46939,9.36790,0.03085,-0.04979,0.00489,-15.50716,26.81964,-35.13593,20,
11852647,45.25046,95093,6.26400,47.32600,532.27814,1.34955,2.51246,9.46840,0.03024,-0.04551,0.00397,-15.65332,26.96580,-35.72055,20,
11854000,45.24856,95093,6.25910,47.27200,532.27814,1.28495,2.48375,9.41815,0.02841,-0.04704,0.00428,-15.34639,26.64426,-35.69132,20,
11855348,45.24604,95092,6.23963,47.24600,532.36798,1.32084,2.50529,9.46122,0.02963,-0.05040,0.00916,-16.20871,26.49810,-35.63285,20,
11856702,45.24541,95093,6.22991,47.32600,532.27814,1.32802,2.35454,9.34636,0.02871,-0.05101,0.00702,-15.58024,26.70272,-35.23823,20,
11858051,45.24604,95092,6.23478,47.45900,532.27814,1.37109,2.56989,9.38944,0.02902,-0.04826,0.00641,-15.06869,27.06811,-36.14440,20,
11859403,45.24604,95092,6.23478,47.40600,532.36798,1.32802,2.55553,9.36790,0.02657,-0.04612,0.00641,-15.82870,26.68810,-36.18825,20,
11860752,45.24730,95092,6.22511,47.54000,532.36798,1.25623,2.50529,9.35354,0.02474,-0.04551,0.00580,-15.39024,26.46887,-35.38439,20,
